Index,AnchorConditions,Coverage,Precision,AnchorOutput,ModelOutput,RealOutput
883,medianEntropy <= 2.72,0.2483,0.7163720215219063,1.0,1.0,1.0
885,medianEntropy <= 2.72,0.2534,0.7411444141689373,1.0,1.0,1.0
886,meanEntropy > 2.78,0.2524,0.9351620947630923,-1.0,-1.0,-1.0
889,medianEntropy <= 2.72,0.2514,0.7318116975748931,1.0,1.0,1.0
892,medianEntropy <= 2.72,0.2478,0.7318116975748931,1.0,1.0,1.0
893,meanEntropy > 2.72,0.7483,0.8051217988757027,-1.0,-1.0,-1.0
894,medianEntropy > 2.78,0.2466,0.9751243781094527,-1.0,-1.0,-1.0
895,medianEntropy > 2.78,0.2485,0.9701492537313433,-1.0,-1.0,-1.0
900,medianEntropy <= 2.72,0.2445,0.7336585365853658,1.0,1.0,1.0
902,medianEntropy <= 2.75 AND meanEntropy <= 2.75,0.4962,0.6010558069381599,1.0,1.0,-1.0
903,medianEntropy <= 2.72,0.2551,0.6903440621531631,1.0,1.0,1.0
906,medianEntropy <= 2.72,0.2531,0.7359029264810849,1.0,1.0,1.0
907,medianEntropy > 2.72,0.7545,0.8029978586723768,-1.0,-1.0,1.0
908,medianEntropy > 2.72,0.7427,0.810105496946141,-1.0,-1.0,1.0
909,medianEntropy <= 2.72,0.2538,0.7035803497085762,1.0,1.0,1.0
912,medianEntropy <= 2.72,0.2513,0.7240948813982522,1.0,1.0,1.0
913,medianEntropy <= 2.72,0.2448,0.7031111111111111,1.0,1.0,1.0
914,meanEntropy > 2.72,0.7518,0.7993850883935434,-1.0,-1.0,-1.0
917,medianEntropy <= 2.72,0.253,0.703281027104137,1.0,1.0,1.0
918,medianEntropy <= 2.72,0.2571,0.7654320987654321,1.0,1.0,1.0
922,meanEntropy <= 2.72,0.2541,0.7147514262428688,1.0,1.0,1.0
924,medianEntropy > 2.78,0.2498,0.9534883720930233,-1.0,-1.0,-1.0
925,meanEntropy > 2.72,0.7578,0.7901399067288475,-1.0,-1.0,-1.0
