Index,AnchorConditions,Coverage,Precision,AnchorOutput,ModelOutput,RealOutput
252,y > 5.00,0.5036,0.8252148997134671,-1.0,-1.0,-1.0
253,y <= 8.02,0.7457,0.5528726061615321,1.0,1.0,1.0
254,y <= 8.02,0.7439,0.5712988192552225,1.0,1.0,1.0
256,y <= 8.02,0.752,0.5757071547420965,1.0,1.0,1.0
257,y > 5.00,0.4965,0.873015873015873,-1.0,-1.0,1.0
258,y > 8.02,0.2469,0.9745762711864406,-1.0,-1.0,-1.0
259,y <= 8.02,0.7441,0.5710991544965411,1.0,1.0,1.0
260,y > 8.02,0.2573,0.9702970297029703,-1.0,-1.0,-1.0
261,y > 5.00,0.5039,0.8559201141226819,-1.0,-1.0,-1.0
262,x <= 5.12,0.5074,0.7462537462537463,-1.0,-1.0,-1.0
263,y > 8.02,0.2521,0.9867109634551495,-1.0,-1.0,-1.0
